real12,pred12,real3,pred3
69.5,68.4829,69.666664,68.59443
69.0,68.452484,68.25,68.62327
68.111115,68.50652,68.875,68.68694
68.375,68.52072,69.0,68.73569
68.25,68.44816,69.375,68.5461
67.75,68.4942,68.125,68.56018
67.75,68.470695,68.75,68.54641
68.111115,68.28898,69.375,68.508194
69.375,68.16187,69.0,68.39381
69.111115,68.06946,69.5,68.478714
69.375,68.09299,69.0,68.48898
68.625,68.07056,68.111115,68.46324
68.888885,67.937965,68.375,68.594765
67.625,67.85863,68.25,68.568115
66.888885,67.77192,67.75,68.57091
68.25,67.68183,67.75,68.553024
66.8,67.527466,68.111115,68.475174
67.85714,67.44583,69.375,68.41863
68.77778,67.268585,69.111115,68.35913
66.888885,67.20471,69.375,68.340294
67.75,67.299866,68.625,68.377846
68.111115,67.4247,68.888885,68.38765
69.28571,67.54835,67.625,68.38048
68.125,67.59778,66.888885,68.32237
68.5,67.65667,68.25,68.343025
67.75,67.60394,66.8,68.20545
68.333336,67.53892,67.85714,68.10921
68.5,67.6232,68.77778,68.1168
68.77778,67.590385,66.888885,68.0408
68.875,67.46258,67.75,67.96953
68.875,67.51128,68.111115,67.98549
67.666664,67.323364,69.28571,67.82006
68.0,67.25734,68.125,67.8174
68.44444,67.31905,68.5,67.85055
68.875,67.43754,67.75,67.988205
66.22222,67.28087,68.333336,67.867294
59.625,67.24689,68.5,67.90454
58.875,67.22639,68.77778,67.85557
68.44444,67.21532,68.875,67.93141
65.75,67.20061,68.875,68.00763
68.55556,67.2943,67.666664,68.05763
64.5,67.41139,68.0,68.15466
67.22222,67.26128,68.44444,68.12152
68.875,67.17783,68.875,68.05637
66.625,67.203125,66.22222,68.06706
67.666664,67.22459,59.625,68.05538
67.125,67.26259,58.875,68.07394
66.875,67.16168,68.44444,67.892685
67.888885,67.15834,65.75,67.843
66.44444,67.00248,68.55556,67.50383
67.625,66.94894,64.5,67.41468
59.88889,66.73172,67.22222,67.04509
69.875,66.708626,68.875,67.34549
65.75,66.33778,66.625,66.80403
66.375,66.332726,67.666664,66.92765
67.22222,66.41834,67.125,66.99379
66.888885,66.29646,66.875,66.84286
65.625,66.22998,67.888885,67.02316
67.0,66.06116,66.44444,66.979485
65.375,66.16529,67.625,67.116425
68.625,66.08263,59.88889,67.04828
66.666664,65.9517,69.875,66.86453
67.25,66.00571,65.75,67.02498
68.22222,65.88507,66.375,66.83434
69.75,66.19624,67.22222,67.16737
69.5,65.996445,66.888885,66.76283
68.625,65.83629,65.625,66.79694
66.5,65.749344,67.0,66.7427
65.55556,65.5874,65.375,66.50577
67.875,65.58328,68.625,66.32435
68.125,65.302185,66.666664,66.23898
65.125,65.34954,67.25,66.23777
67.22222,65.66176,68.22222,66.57292
65.0,65.66327,69.75,66.55268
68.0,65.66847,69.5,66.48683
63.375,65.755005,68.625,66.59824
67.625,66.02267,66.5,66.9695
66.125,66.410515,65.55556,67.31461
65.666664,66.59556,67.875,67.54647
68.85714,66.347084,68.125,67.37987
67.5,66.25851,65.125,67.13862
64.333336,66.30415,67.22222,67.22554
63.375,66.24746,65.0,67.20869
67.14286,65.83937,68.0,66.804115
68.25,65.94964,63.375,66.93045
67.25,65.650444,67.625,66.366684
63.625,65.84294,66.125,66.54784
65.625,65.50416,65.666664,65.93844
62.88889,65.3119,68.85714,66.06949
63.88889,64.915245,67.5,65.784515
64.71429,64.65651,64.333336,65.4726
64.5,64.81246,63.375,65.71212
59.625,64.92761,67.14286,65.97292
60.88889,64.63867,68.25,65.67041
65.125,63.84388,67.25,64.90035
68.55556,64.332466,63.625,65.499954
63.875,64.20288,65.625,65.47702
66.625,63.97397,62.88889,65.460434
69.75,64.12766,63.88889,65.38119
68.55556,64.17906,64.71429,65.39681
68.0,63.70992,64.5,64.56873
64.5,63.81238,59.625,64.30366
59.333332,63.879787,60.88889,64.214615
64.111115,63.8539,65.125,64.03228
56.25,63.528828,68.55556,63.448143
68.25,63.60739,63.875,63.085335
66.888885,63.882294,66.625,63.192444
64.625,64.15755,69.75,63.741074
65.55556,64.02642,68.55556,63.765892
65.375,64.15043,68.0,63.96349
62.11111,64.81235,64.5,64.791954
64.25,64.8601,59.333332,65.18318
57.77778,65.03962,64.111115,65.51416
64.625,64.85062,56.25,65.48281
60.77778,64.956764,68.25,65.52127
62.375,64.99787,66.888885,65.16431
65.55556,64.9263,64.625,64.84941
64.5,65.28337,65.55556,65.10976
66.0,65.3721,65.375,65.38899
65.125,65.30547,62.11111,65.25178
68.42857,65.475655,64.25,65.12744
68.0,65.50801,57.77778,64.97069
68.22222,65.48747,64.625,64.71958
67.875,65.877396,60.77778,64.7158
65.25,65.764015,62.375,64.42938
65.22222,65.8472,65.55556,64.68974
66.25,65.70637,64.5,64.526306
67.125,65.92692,66.0,64.16997
68.55556,65.88538,65.125,64.445404
64.625,66.32583,68.42857,64.5871
64.625,66.04976,68.0,64.81431
65.22222,66.44164,68.22222,65.04677
59.75,66.59892,67.875,65.73685
65.71429,66.80645,65.25,66.20093
66.75,66.88582,65.22222,66.64956
68.44444,66.9667,66.25,66.88776
69.125,67.02882,67.125,66.888824
68.55556,67.130424,68.55556,66.85628
66.625,67.1395,64.625,66.66651
67.75,67.21507,64.625,66.75391
67.625,67.37022,65.22222,67.073425
66.888885,67.19111,59.75,66.69361
66.75,67.08948,65.71429,66.506546
67.44444,67.02821,66.75,66.39075
67.875,66.77161,68.44444,65.88484
68.25,66.845345,69.125,65.8961
66.111115,66.987236,68.55556,66.286476
68.25,67.16428,66.625,66.61963
66.888885,67.39407,67.75,66.98254
68.22222,67.48109,67.625,67.1322
67.75,67.41891,66.888885,67.04245
69.333336,67.327934,66.75,67.10045
68.125,67.33799,67.44444,67.31449
67.55556,67.21857,67.875,67.34403
66.875,67.1957,68.25,67.361374
66.77778,67.1691,66.111115,67.346405
65.875,67.11405,68.25,67.39666
66.375,67.05799,66.888885,67.41312
67.55556,66.76841,68.22222,67.177246
65.44444,66.678375,67.75,67.25085
67.666664,66.37401,69.333336,67.09286
64.75,66.26867,68.125,67.02645
64.625,66.28849,67.55556,67.007164
66.75,66.44865,66.875,67.154465
64.666664,66.48229,66.77778,67.1947
58.22222,66.55838,65.875,67.170944
66.5,66.53236,66.375,66.98379
66.333336,66.44067,67.55556,66.86187
64.125,66.42558,65.44444,66.67231
67.625,66.23224,67.666664,66.45999
64.833336,66.35609,64.75,66.55415
0.0,66.10698,64.625,66.29623
0.0,66.1287,66.75,66.2831
0.0,66.0075,64.666664,66.03697
0.0,65.84215,58.22222,65.83627
0.0,65.65341,66.5,65.690926
0.0,65.396065,66.333336,65.36966
0.0,65.39268,64.125,65.13082
0.0,65.36156,67.625,65.152
0.0,65.45112,64.833336,65.2799
0.0,65.55888,0.0,65.095085
65.75,65.690445,0.0,65.3658
66.875,65.57858,0.0,65.2885
65.0,65.88644,0.0,65.73744
60.0,66.02375,0.0,65.79157
66.375,66.31972,0.0,65.80573
66.166664,66.577774,0.0,65.726814
66.666664,66.68004,0.0,65.69752
65.125,66.69695,0.0,65.74118
66.14286,66.73037,0.0,65.777504
65.55556,66.66432,65.75,65.83821
61.0,66.639305,66.875,65.75175
64.875,66.72439,65.0,65.32932
67.111115,66.77652,60.0,66.05028
66.25,67.00217,66.375,66.37907
66.77778,66.56445,66.166664,65.92226
65.375,66.45287,66.666664,65.55215
65.55556,66.48957,65.125,65.601715
64.875,66.50692,66.14286,65.755424
56.22222,66.254395,65.55556,65.69508
65.0,65.96656,61.0,65.40495
63.444443,65.958534,64.875,65.63274
65.0,65.904106,67.111115,65.65561
67.77778,66.02174,66.25,65.69889
65.875,65.96166,66.77778,65.53325
66.875,66.06204,65.375,65.784615
65.22222,66.07941,65.55556,65.779274
65.625,66.19148,64.875,65.886314
67.0,66.18618,56.22222,65.82797
63.333332,66.146645,65.0,65.74836
67.0,66.16907,63.444443,65.78059
66.875,66.24494,65.0,65.924545
67.25,66.25847,67.77778,65.95875
66.75,66.09689,65.875,65.89491
66.25,66.07563,66.875,65.67531
65.666664,66.174545,65.22222,65.91677
66.25,66.065216,65.625,65.799255
67.5,66.13816,67.0,65.92896
64.875,66.00116,63.333332,65.77188
65.666664,66.08002,67.0,65.871544
65.333336,66.17719,66.875,66.1066
66.8,66.117546,67.25,65.99602
62.0,66.289,66.75,66.174255
0.0,66.34444,66.25,66.23038
0.0,66.47539,65.666664,66.35512
0.0,66.490456,66.25,66.272736
0.0,66.50236,67.5,66.32661
0.0,66.468956,64.875,66.232086
0.0,66.436134,65.666664,66.236664
0.0,66.48253,65.333336,66.406555
0.0,66.38405,66.8,66.35855
0.0,66.50397,62.0,66.42718
68.0,66.59683,0.0,66.352875
66.6,66.833694,0.0,66.460686
68.25,66.8784,0.0,66.34344
67.75,66.91048,0.0,66.49999
68.5,66.82932,0.0,66.34969
68.375,66.873116,0.0,66.36569
67.875,66.743164,0.0,66.29441
66.0,66.762276,0.0,66.31586
68.875,66.805664,0.0,66.41817
69.333336,66.76831,68.0,66.240036
67.375,66.82345,66.6,66.1573
69.0,66.90005,68.25,65.74748
67.75,67.2108,67.75,66.545815
67.0,67.28365,68.5,66.54567
68.0,67.31816,68.375,67.08386
69.0,67.481224,67.875,67.28861
66.5,67.70738,66.0,67.55495
69.111115,67.87349,68.875,67.69901
68.666664,67.9911,69.333336,67.670906
68.75,67.85042,67.375,67.462234
67.5,68.094734,69.0,68.00384
67.0,68.11363,67.75,68.131454
68.888885,68.00002,67.0,68.10107
67.375,68.11929,68.0,68.35595
68.0,67.9988,69.0,68.279106
68.75,67.89993,66.5,68.247665
68.44444,67.89683,69.111115,68.27104
68.625,68.03989,68.666664,68.46753
68.5,67.854034,68.75,68.27747
68.44444,68.035545,67.5,68.47093
69.22222,68.07033,67.0,68.47929
67.875,68.069565,68.888885,68.454865
69.875,68.038506,67.375,68.36826
59.625,67.95569,68.0,68.32565
69.55556,68.12054,68.75,68.4771
68.75,68.06522,68.44444,68.30331
69.375,68.073746,68.625,68.409256
68.75,68.11765,68.5,68.4885
68.375,68.1526,68.44444,68.41032
69.0,68.18125,69.22222,68.40962
68.75,68.22339,67.875,68.44641
69.0,68.208916,69.875,68.50743
68.75,68.248955,59.625,68.60857
69.75,68.10155,69.55556,68.43943
68.333336,68.25283,68.75,68.59212
69.0,68.17171,69.375,68.56052
69.375,68.22666,68.75,68.4978
69.0,68.27921,68.375,68.47041
68.44444,68.38696,69.0,68.55277
69.75,68.36698,68.75,68.52611
69.0,68.40077,69.0,68.51825
68.625,68.43254,68.75,68.525795
68.25,68.40181,69.75,68.447945
67.125,68.43793,68.333336,68.534004
69.55556,68.433525,69.0,68.54625
68.888885,68.451126,69.375,68.593704
67.57143,68.38968,69.0,68.483345
67.55556,68.37976,68.44444,68.532234
68.44444,68.36525,69.75,68.55101
68.25,68.3543,69.0,68.53909
69.5,68.3109,68.625,68.50103
69.375,68.34738,68.25,68.640564
69.666664,68.27666,67.125,68.59796
67.5,68.15263,69.55556,68.52365
68.25,68.00258,68.888885,68.44852
68.625,68.034225,67.57143,68.29536
69.333336,68.00283,67.55556,68.4289
66.625,67.931435,68.44444,68.3892
68.22222,67.6096,68.25,68.27297
67.75,67.39735,69.5,68.25947
68.333336,67.34523,69.375,68.26013
68.25,67.377655,69.666664,68.198074
67.625,67.57813,67.5,68.298515
67.77778,67.59158,68.25,68.3397
67.875,67.682236,68.625,68.458496
67.111115,67.63851,69.333336,68.4373
67.125,67.62172,66.625,68.41327
69.375,67.62668,68.22222,68.41209
67.375,67.60312,67.75,68.40147
67.666664,67.56408,68.333336,68.28081
68.0,67.51577,68.25,68.16518
67.875,67.5076,67.625,68.09547
67.55556,67.60579,67.77778,68.129906
67.875,67.54336,67.875,68.090675
67.55556,67.44599,67.111115,67.984055
66.85714,67.3884,67.125,67.954605
65.125,67.3826,69.375,67.93033
67.55556,67.33507,67.375,67.85721
68.875,67.179665,67.666664,67.73765
67.0,67.34443,68.0,67.92632
68.22222,67.22632,67.875,67.76207
68.875,67.274055,67.55556,67.79147
66.55556,67.247696,67.875,67.76071
64.42857,67.25672,67.55556,67.75677
68.25,67.14516,66.85714,67.66401
68.55556,67.22746,65.125,67.69496
59.25,67.25738,67.55556,67.685295
67.22222,67.14792,68.875,67.56192
64.625,66.932236,67.0,67.239784
68.375,66.804184,68.22222,67.2585
69.111115,66.88997,68.875,67.40662
67.77778,66.81023,66.55556,67.284485
64.875,66.789856,64.42857,67.34134
67.375,66.950874,68.25,67.45071
68.125,66.841995,68.55556,67.32251
64.0,66.60447,59.25,67.11785
67.5,66.674934,67.22222,67.29602
67.875,66.65531,64.625,67.284836
66.77778,66.628586,68.375,67.222984
67.75,66.494705,69.111115,67.18343
67.625,66.159546,67.77778,66.674545
65.625,66.32858,64.875,67.0737
64.666664,66.42792,67.375,67.185555
67.25,66.3407,68.125,67.16279
67.77778,65.98052,64.0,66.96351
65.44444,65.911385,67.5,66.99901
68.125,65.85767,67.875,66.990654
68.625,65.69802,66.77778,66.79987
65.75,65.6585,67.75,66.91493
69.25,65.807014,67.625,66.95289
64.0,66.000305,65.625,67.05114
66.111115,65.80551,64.666664,66.94859
68.75,65.83471,67.25,67.01891
67.25,65.5036,67.77778,66.716675
63.444443,65.568756,65.44444,66.44797
64.375,65.42429,68.125,66.45308
61.75,65.48842,68.625,66.54538
64.0,65.43148,65.75,66.467834
68.0,65.53316,69.25,66.607445
66.625,65.840454,64.0,66.85716
66.25,65.87483,66.111115,66.650055
63.22222,66.10628,68.75,66.867165
64.5,65.85532,67.25,66.53664
64.22222,65.83651,63.444443,66.80987
67.375,66.02945,64.375,66.93262
62.625,66.052895,61.75,66.960915
58.666668,65.84353,64.0,66.49417
59.375,65.643265,68.0,66.25484
68.0,65.31666,66.625,65.598915
66.28571,64.78358,66.25,65.1122
64.25,64.86818,63.22222,65.33507
66.375,64.92853,64.5,65.339355
62.666668,65.09796,64.22222,65.54636
64.666664,64.40013,67.375,64.81272
67.25,64.483475,62.625,64.75126
58.555557,64.184586,58.666668,64.53903
63.25,64.004616,59.375,64.66286
66.0,63.9069,68.0,64.43646
61.625,63.52422,66.28571,63.908844
59.88889,63.706547,64.25,63.635086
69.875,63.92353,66.375,64.088356
58.25,63.948765,62.666668,64.29548
50.666668,63.574615,64.666664,64.08926
65.625,63.37803,67.25,64.21402
64.55556,63.391605,58.555557,64.12054
62.666668,63.081944,63.25,63.975494
60.375,63.016716,66.0,64.13086
63.125,62.93696,61.625,64.03482
65.4,63.003094,59.88889,63.949142
60.555557,63.14667,69.875,64.21534
59.875,63.130802,58.25,64.04608
50.25,62.73761,50.666668,63.302765
59.555557,63.43804,65.625,64.00678
60.375,63.44751,64.55556,63.639805
68.22222,63.379795,62.666668,63.086723
59.875,63.864796,60.375,63.15746
64.55556,63.948242,63.125,63.558975
64.875,64.10507,65.4,63.173508
66.44444,64.473694,60.555557,62.916077
69.85714,64.56399,59.875,62.939426
66.375,64.719734,50.25,63.31968
68.625,64.70778,59.555557,63.10366
65.25,64.75162,60.375,62.77962
62.5,64.87956,68.22222,62.521313
65.125,64.98909,59.875,62.35781
66.875,65.05772,64.55556,62.637344
66.22222,65.300804,64.875,63.242344
66.875,65.53326,66.44444,63.452
65.0,65.80069,69.85714,63.562767
68.888885,65.92307,66.375,63.89477
66.875,66.07626,68.625,64.41471
66.333336,66.305824,65.25,65.332115
66.75,66.492424,62.5,65.8564
68.375,66.436066,65.125,66.30826
67.125,66.43614,66.875,66.34531
66.888885,66.514694,66.22222,66.227646
68.22222,66.32266,66.875,66.0825
67.25,66.48149,65.0,66.29692
66.875,66.3546,68.888885,66.36066
69.111115,66.51344,66.875,66.330765
68.5,66.65516,66.333336,66.25505
67.375,66.95856,66.75,66.75188
67.888885,67.13105,68.375,66.83917
66.125,67.150406,67.125,66.88439
67.25,67.18084,66.888885,66.88918
68.22222,67.39112,68.22222,67.2144
68.375,67.443665,67.25,67.20496
67.22222,67.36421,66.875,67.14147
68.25,67.50838,69.111115,67.3917
68.0,67.63547,68.5,67.47402
67.0,67.6736,67.375,67.55649
67.25,67.702736,67.888885,67.71968
68.5,67.85661,66.125,67.86615
68.55556,67.85676,67.25,67.85543
68.44444,67.86913,68.22222,67.87143
68.375,67.719635,68.375,67.72791
67.0,67.66467,67.22222,67.69909
68.25,67.71499,68.25,67.77687
67.25,67.62178,68.0,67.79479
67.875,67.57197,67.0,67.75108
68.111115,67.47765,67.25,67.759285
67.75,67.345634,68.5,67.65718
67.55556,67.25333,68.55556,67.58258
68.44444,67.0564,68.44444,67.48514
67.375,67.07864,68.375,67.55815
66.77778,67.11833,67.0,67.65799
68.25,67.03752,68.25,67.67683
68.125,67.013466,67.25,67.68638
65.888885,66.823166,67.875,67.52201
66.875,66.75844,68.111115,67.47508
65.888885,66.71488,67.75,67.35833
65.5,66.66537,67.55556,67.36389
65.44444,66.67588,68.44444,67.433395
66.125,66.55481,67.375,67.391014
66.125,66.43516,66.77778,67.33776
67.55556,66.34352,68.25,67.31311
65.77778,66.31669,68.125,67.17945
66.625,66.24778,65.888885,67.015366
66.125,66.21715,66.875,67.098564
65.22222,66.23858,65.888885,67.070694
66.5,66.0896,65.5,66.887344
66.77778,65.96334,65.44444,66.743805
64.375,65.79852,66.125,66.60711
66.125,65.754654,66.125,66.336105
66.666664,65.64883,67.55556,66.17398
67.25,65.72148,65.77778,66.18106
65.25,65.667465,66.625,66.02339
58.0,65.84025,66.125,66.05842
65.77778,65.72846,65.22222,65.92426
64.5,65.6637,66.5,65.95333
65.25,65.55722,66.77778,65.87363
67.5,65.53751,64.375,65.70753
64.666664,65.649704,66.125,65.79701
65.25,65.641075,66.666664,65.8402
65.888885,65.63025,67.25,65.77398
64.75,65.60623,65.25,65.75703
66.125,65.60701,58.0,65.74387
66.0,65.77971,65.77778,65.91352
66.125,65.74613,64.5,65.749725
67.0,65.78006,65.25,65.77637
67.125,65.89376,67.5,65.79421
64.875,65.91568,64.666664,65.71163
64.25,65.9574,65.25,65.57389
57.285713,65.96557,65.888885,65.71693
66.333336,65.99101,64.75,65.61414
66.75,65.96643,66.125,65.55028
67.888885,65.878395,66.0,65.38956
66.375,65.84761,66.125,65.285095
66.77778,65.86669,67.0,65.476105
68.333336,65.84634,67.125,65.52959
66.0,65.84626,64.875,65.598206
66.0,66.04408,64.25,65.82866
67.42857,66.193085,57.285713,66.05878
63.125,66.03094,66.333336,65.848885
64.875,66.08042,66.75,65.87567
66.44444,66.11723,67.888885,65.842
66.75,66.28253,66.375,65.88346
65.77778,66.337265,66.77778,66.126465
64.625,66.39205,68.333336,66.24842
67.25,66.40288,66.0,66.27375
66.375,66.50444,66.0,66.37612
66.55556,66.6784,67.42857,66.57134
56.25,66.630035,63.125,66.45961
65.888885,66.56742,64.875,66.545906
66.14286,66.65564,66.44444,66.721535
65.875,66.58528,66.75,66.656364
67.875,66.52924,65.77778,66.426254
66.55556,66.54074,64.625,66.38526
67.375,66.52116,67.25,66.34598
65.888885,66.53157,66.375,66.24458
67.44444,66.42299,66.55556,66.107124
67.75,66.47841,56.25,66.220146
66.888885,66.43316,65.888885,66.17935
67.5,66.39482,66.14286,66.231804
67.42857,66.58944,65.875,66.45852
67.0,66.55968,67.875,66.317635
66.125,66.64297,66.55556,66.5294
67.55556,66.72396,67.375,66.41197
66.44444,67.08455,65.888885,66.69072
66.375,67.02839,67.44444,66.6559
66.125,67.27936,67.75,66.754105
67.888885,67.201385,66.888885,66.54902
66.5,67.3622,67.5,66.86651
68.25,67.41297,67.42857,67.07657
66.875,67.244705,67.0,67.02811
67.888885,67.272736,66.125,67.165115
68.14286,67.36476,67.55556,67.17852
66.875,67.401306,66.44444,67.23323
67.25,67.34966,66.375,67.03638
67.111115,67.4677,66.125,67.200745
68.375,67.39273,67.888885,67.17639
68.25,67.41464,66.5,67.20731
68.625,67.39517,68.25,67.07418
68.888885,67.566376,66.875,67.25698
68.25,67.559425,67.888885,67.13779
67.75,67.64212,68.14286,67.326416
68.875,67.62598,66.875,67.30867
67.75,67.66129,67.25,67.50364
69.333336,67.64896,67.111115,67.72333
67.125,67.51388,68.375,67.67313
67.25,67.45615,68.25,67.787384
67.77778,67.37065,68.625,67.79978
68.625,67.548935,68.888885,68.0007
68.75,67.55635,68.25,67.97738
69.125,67.84383,67.75,68.06541
69.22222,67.91237,68.875,68.20361
69.25,67.90936,67.75,68.2829
68.888885,67.84766,69.333336,68.27329
69.0,68.03247,67.125,68.43264
68.0,68.04967,67.25,68.44678
68.375,68.161415,67.77778,68.603165
67.75,68.10828,68.625,68.540375
68.125,68.10287,68.75,68.49121
70.0,68.09772,69.125,68.42904
68.5,68.10951,69.22222,68.411446
69.375,68.12146,69.25,68.49502
69.0,68.18817,68.888885,68.53365
69.125,68.29021,69.0,68.573555
68.77778,68.3462,68.0,68.58484
68.375,68.410034,68.375,68.63404
68.5,68.4146,67.75,68.69112
69.375,68.32704,68.125,68.59383
69.0,68.32061,70.0,68.57975
68.75,68.23985,68.5,68.45959
68.666664,68.25734,69.375,68.489296
68.375,68.33682,69.0,68.65494
68.44444,68.2686,69.125,68.53603
69.0,68.338585,68.77778,68.61769
67.888885,68.40054,68.375,68.57548
67.25,68.446724,68.5,68.54806
69.375,68.40429,69.375,68.44961
69.55556,68.49826,69.0,68.43534
67.625,68.53481,68.75,68.526276
68.0,68.55303,68.666664,68.57995
